[智利圣地亚哥东南部的室内空气污染]。	[Indoor air pollution in southeast Santiago, Chile].
[香豆素类继发新生儿出血性疾病]。	[Hemorrhagic disease of the newborn infant secondary to coumarins].
[儿童急性淋巴细胞白血病的治疗。当前查询（作者翻译)]。	[Treatment of acute lymphoblastic leukaemia of childhood. Present inquiries (author's transl)].
[多发性硬化的联合治疗]。	[Combined therapy in multiple sclerosis].
[菊粉及其衍生物作为功能性食品的关键成分]。	[Inulin and derivates as key ingredients in functional foods].
[异位妊娠]。	[Heterotopic pregnancy].
[路邓葡萄球菌引起的侵袭性急性心内膜炎并发多发性脑脓毒性栓子]。	[Aggressive acute endocarditis caused by Staphylococcus lugdunensis complicated with multiple cerebral septic emboli].
[用于预测肺成熟度的新生儿胃抽吸物Clements试验]。	[Clements' test in gastric aspirate of newborn infants for the prediction of pulmonary maturity].
[肠炎沙门氏菌血清型Hadar和Bsilla临床分离株对β内酰胺类和萘啶酸的耐药机制]。	[Mechanisms of resistance to beta lactams and nalidixic acid in clinical isolates of Salmonella enteritidis serotype Hadar and Bsilla].
[伊马替尼治疗慢性粒细胞白血病。转化医学案例]。	[Treatment of chronic myeloid leukemia with imatinib. A case of translational medicine].
[医疗保健专业技能组合评估的评分者间可靠性：安达卢西亚医疗保健质量机构模型]。	[Inter-rater reliability of healthcare professional skills' portfolio assessments: The Andalusian Agency for Healthcare Quality model].
2014年穆尔西亚卫生V区改善代码卒中建议的意见调查。	Opinion survey on proposals for improving code stroke in Murcia Health District V, 2014.
免疫功能正常的内脏利什曼病患者的视网膜中央凹出血。	Foveal hemorrhage in an immunocompetent patient with visceral leishmaniasis.
[肠腺类癌]。	[Intestinal adenocarcinoid tumors].
[医学专业中的性方面教学]。	[Teaching sexual aspects in the medical profession].
[患者收到的任何拟议医疗/手术干预信息的重要性]。	[Importance of the information that patients receive on any proposed medical/surgical intervention].
[安蒂奥基亚省口腔异常和疾病的流行病学研究。五、总结和结论：883名安蒂奥基诺学生中最常见的9种病变]。	[Epidemiologic studies of oral anomalies and diseases in the Department at Antioquia. V. Summary and conclusions: the 9 most frequent lesions in 883 Antioqueno pupils].
[遗传性球形红细胞增多症红细胞膜蛋白组成的研究（作者译著)]。	[Studies on the protein composition of red-cell membrane in hereditary spherocytosis (author's transl)].
[残疾青少年及其性行为]。	[The handicapped adolescents and their sexuality].
[美洲和智利呼吸系统疾病导致婴儿死亡的流行病学]。	[Epidemiology of infant deaths due to diseases of the respiratory system in the Americas and Chile].
[关于病历的医疗和法律问题]。	[Medical and legal questions about medical record].
[与静止期多发性骨髓瘤相关的成人T细胞淋巴母细胞淋巴瘤]。	[Adult T-cell lymphoblastic lymphoma associated with quiescent multiple myeloma].
[视交叉后疾病的倍频视野检查]。	[Frequency-doubling perimetry in retrochiasmatic disorders].
[哪些因素影响授予永久不适合工作的资格？].	[What factors affect granting of permanent unfitness for work?].
[添加果胶酶和纤维素酶对菜豆体外消化率的影响]。	[Effect of pectinase and cellulase addition on in vitro digestibility of common bean (Phaseolus vulgaris)].
[异位ACTH综合征]。	[Syndrome of ectopic ACTH].
[高密度脂蛋白胆固醇。正常值、血管风险因素和素食的影响（作者翻译)]。	[High density lipoprotein cholesterol. Normal values, influence of vascular risk factors and of a vegetarian diet (author's transl)].
[从熟肉类食品中分离产气荚膜梭菌]。	[Isolation of Clostridium perfringens from cooked meat foods].
横结肠扭转继发肠阻塞。	Intestinal occlusion secondary to transverse colon volvulus.
[人类学牙科的一些标准]。	[Some criteria for anthropologic dentistry].
[外用0.5%酮咯酸氨丁三醇致眼睑接触性过敏性湿疹]。	[Eyelid contact allergic eczema caused by topical ketorolac tromethamine 0.5%].
[继发于肝移植的长期演变的胸腔积液]。	[Pleural effusion with a long-term evolution secondary to a liver transplant].
[在战争中，我们都是失败者]。	[In wars, we are all losers].
[输尿管-髂动脉瘤破裂后血尿]。	[Hematuria after ureteral-iliac aneurysm rupture].
[皮肤结核：2例病例报告及文献复习]。	[Cutaneous tuberculosis: two case reports and review].
[实验性恰加斯病：I.感染过程中不同免疫条件的研究]。	[Experimental Chagas' disease: I. Study of different immunization conditions in the infection course].
[社论。前列腺癌根治术后生化复发]。	[Editorial. Biochemical recurrence of prostate cancer after radical treatment].
[新生儿严重肺动脉瓣狭窄；使用动静脉袢和逐渐扩张的球囊瓣膜成形术治疗]。	[Critical pulmonary valve stenosis in neonates; treatment with balloon valvuloplasty using an arteriovenous loop and gradual dilatations].
[非手术输卵管闭塞：使用甲基氰基丙烯酸酯和Femcept装置]。	[Non-surgical tubal occlusion: use of methylcyanoacrylate and the FEMCEPT device].
[神经内科可避免入院的分析]。	[An analysis of avoidable admissions to a neurology service].
[拉普拉塔里约热内卢首例忧郁症]。	[The first case of melancholia in Rio de la Plata].
[肾移植中的隐球菌病。4例报告]。	[Cryptococcosis in renal transplantation. A report of 4 cases].
[急性缺血性卒中后心肌顿抑]。	[Stunned myocardium after acute ischemic stroke].
[二尖瓣音的起源二尖瓣关闭和打开：超声研究]。	[Genesis of the mitral sounds mitral closure and opening: study by ultrasonics].
[听觉稳态反应、听觉脑干反应与阈音调测听的比较研究]。	[Comparative study between auditory steady-state responses, auditory brain-stem responses and liminar tonal audiometry].
[2种脂肪乳剂对血小板功能的影响]。	[The effect of 2 lipid emulsions on platelet function].
[小儿外科住院医师的教育]。	[The education of the resident in pediatric surgery].
[女性生物学暮色中的历史与诗歌：更年期与老年]。	[History and poetry in women's biological twilight: menopause and old age].
[供人食用的鸡和平衡鸟类食物中的耶尔森氏菌属细菌]。	[Bacteria of the genus Yersinia in chickens for human consumption and in balanced bird food].
[2000年西班牙心肌梗死的治疗。PRIAMHO II研究]。	[Management of myocardial infarction in Spain in the year 2000. The PRIAMHO II study].
[新生儿五个血型的杂合性和新生儿发病率]。	[Newborn's heterozygocity for five blood groups and neonatal morbidity].
[子宫内生长迟缓中的胰岛素受体]。	[Insulin receptors in intrauterine growth retardation].
[土著孕妇中的艾滋病毒：秘鲁公共卫生面临的挑战]。	[HIV in indigenous pregnant women: a challenge for peruvian public health].
[从证据到建议：一份悬而未决的工作]。	[From evidence to recommendation: a pending job].
[急性冠状动脉综合征院前入院期间心肌坏死标志物的定性测定]。	[Qualitative determination of markers for myocardiac necrosis during pre-hospital admission for acute coronary syndrome].
[乳腺癌的分子亚型：预后意义以及临床和免疫组化特征]。	[Molecular subtypes of breast cancer: prognostic implications and clinical and immunohistochemical characteristics].
[青少年肥胖：进食障碍特有的焦虑、认知和行为症状]。	[Adolescent obesity: anxiety, cognitive and behavioural symptoms characteristic of eating disorders].
[用于慢性恰基病患者异种诊断的马铃薯晚疫病菌若虫III和IV的敏感性和死亡率的比较研究]。	[Comparative study of sensitivity and mortality of Triatoma infestan nymphs III and IV used in the xenodiagnosis of chronic chagasic patients].
[发热、肌痛和皮肤病变。粒细胞减少症患者系统性念珠菌病的表现形式]。	[Fever, myalgias and cutaneous lesions. Form of presentation of systemic candidiasis in granulocytopenic patients].
[血清中血清素水平低与纤维肌痛的严重程度相关]。	[Low levels of serotonin in serum correlates with severity of fibromyalgia].
[急性炎性牙髓和牙周病变的鉴别诊断]。	[Differential diagnosis of acute inflammatory endodontic and periodontal lesions].
[Na+和K+离子存在下肾上腺素构象的1H NMR研究]。	[1H NMR study of the conformation of adrenaline in the presence of Na+ and K+ ions].
[肺表面活性物质系统：与其改变和作为治疗和诊断剂的外源性给药相关的生理学、病理学]。	[The pulmonary surfactant system: physiology, pathologies associated with its alteration and exogenous administration as therapeutic and diagnostic agent].
[成人动脉粥样硬化性冠状动脉扩张或淋巴粘膜皮肤综合征（川崎病)？].	[Atherosclerotic coronary ectasia or a lymphomucocutaneous syndrome in an adult (Kawasaki's disease)?].
[体外循环和全血液透析手术患者的电解质变化]。	[Electrolytic changes in patients operated on under extracorporeal circulation and total hemodialution].
[两岁以下轻度营养不良儿童的饮食因素及其与食欲的关系]。	[Dietary factors and their relation to appetite in children under two years with mild malnutrition].
[持续皮下胰岛素输注(CSII)治疗对改善1型糖尿病患者生活质量的影响]。	[Influence of the treatment with continuous subcutaneous insulin infusion (CSII) in the improvement of the quality of life of patients with type 1 diabetes mellitus].
[毒性由&quot；chocho agua&quot；]。	[Toxicity by &quot;chocho agua&quot;].
[儿童体外碎石术]。	[Extracorporeal lithotripsy in children].
[自噬与免疫反应]。	[Autophagy and immune response].
[利奈唑胺患者出现混合性酸中毒，而不仅仅是乳酸性酸中毒]。	[Mixed, and not just lactic, acidosis in a patient on linezolid].
[机械通气患者肺炎病原学评估标准]。	[Criteria for the etiologic assessment of pneumonia in the patient with mechanical ventilation].
[急性胃扩张继发门静脉气体]。	[Portal venous gas secondary to acute gastric dilatation].
[全胰腺切除术治疗无功能胰岛细胞瘤]。	[Non-functioning pancreatic islet cell tumor treated by total pancreatectomy].
[智利公共卫生系统参加的妇女饮食评估]。	[Evaluation of the diet of women attended by the Chilean Public Health System].
[坏死性小肠结肠炎的放射学诊断：观察者间可变性]。	[Radiologic diagnosis of necrotizing enterocolitis: interobserver variability].
[脾切除术在不明原因脾肿大诊断中的价值]。	[Value of splenectomy in the diagnosis of splenomegaly of unknown origin].
[第一代和第二代抗组胺药在过敏性鼻炎患儿中的应用]。	[Use of first and second generation antihistaminics in pediatric patients with allergic rhinitis].
[症状学注意事项。拉塞格测验]。	[Symptomatologic note. Lasegue's test].
[以出血性多聚体带状疱疹为线索诊断人类免疫缺陷病毒感染]。	[Hemorrhagic multimetameric herpes zoster as the clue to the diagnosis of human immunodeficiency virus infection].
晚期慢性阻塞性肺疾病门诊患者死亡率和住院率的预后评估。 法典索引的有用性。	Prognostic assessment of mortality and hospitalizations of outpatients with advanced chronic obstructive pulmonary disease. Usefulness of the CODEX index.
[脊髓硬膜外脓肿。保守治疗。三例]。	[Spinal epidural abscesses. Conservative treatment. Three cases].
[不明原因发热死亡率]。	[Mortality in fever of unknown origin].
[慢性呼吸功能不全中的高密度脂蛋白]。	[High density lipoproteins in chronic respiratory insufficiency].
[慢性肾功能不全的儿童生长]。	[Child growth in chronic renal insufficiency].
[患者女，74岁，有严重腹痛]。	[A 74-year-old woman with severe abdominal pain].
[西班牙动脉硬化学会脂质和血管风险单位低密度脂蛋白胆固醇治疗目标的实现]。	[Achievement of low-density lipoprotein cholesterol therapeutic goal in lipid and vascular risk units of the Spanish Arteriosclerosis Society].
[癌胚抗原、神经元特异性烯醇化酶和鳞状细胞癌抗原在恶性胸腔积液中的诊断价值]。	[Diagnostic utility of carcinoembryonic antigen, neuron-specific enolase and squamous cell carcinoma antigen in malignant pleural effusion].
[预防冠状动脉粥样硬化。（三）.联邦区墨西哥城公务员危险因素患病率]。	[Prevention of coronary atherosclerosis. (III). Prevalence of risk factors among civil servants of Mexico City, Federal District].
[间歇性完全禁食治疗难治性肥胖]。	[Intermittent total fasting in the treatment of resistent obesity].
[干扰素-α。对某些慢性乙型肝炎患者的良好治疗]。	[Interferon-alpha. A good treatment for some patients with chronic hepatitis B].
[犬原位肝移植。使用静脉-静脉门体分流术的重要性]。	[Orthotopic liver transplant in dogs. The importance of using a veno-venous portasystemic shunt].
[作为教学资源的电影（下）。如何准备会议]。	[The film as a teaching resource (Part II). How to prepare a session].
[关于IMSS杰出医生豪尔赫·马丁内斯·马纳图的编年史]。	[A chronicle about Jorge Martínez Manautou, illustrious doctor of the IMSS].
[接受合成代谢治疗的患者的肝脏变化]。	[Hepatic changes in patients under anabolic therapy].
[不对称二甲基精氨酸作为心血管危险因素]。	[Asymmetric dimethylarginine as cardiovascular risk factor].
[福尔摩斯-艾迪综合征。临床病例]。	[Holmes-Adie syndrome. Clinical case].
[脑病理学中大动脉组的血管造影和血管造影相关性（作者的transl)]。	[Angiogammagraphic and angiographic correlations of the great arterial groups in cerebral pathology (author's transl)].
[心脏移植。回顾2例手术病例的经验]。	[Heart transplant. Recollected experiences of 2 surgical cases].
[先天性纤维类型不成比例。对家庭的研究]。	[Congenital disproportion of fiber types. Study of a family].
[平均住院时间与早期再入院率之间的关系]。	[Relationship between average hospital stay and the rate of early readmissions].
[健康保护：药物和食品]。	[Health protection: drugs and food].
[对开放固体废物处理场大气排放产生的风险的感知]。	[Perception of risk arising from atmospheric emissions from an open solid-waste disposal site].
[不可吸收缝合材料是吻合口溃疡的原因之一？31例患者的内镜研究]。	[Nonabsorbable suture material as a cause of ulcer in the anastomotic orifice?An endoscopic study of 31 patients].
[超声测厚法检测糖尿病患者中央角膜厚度的变化]。	[Variation of central corneal thickness in diabetic patients as detected by ultrasonic pachymetry].
[卡托普利与高血压危象]。	[Captopril and hypertensive crisis].
[不对称哭泣相综合征]。	[The asymmetric crying facies syndrome].
[粘连性梗阻继发的肠积气和门静脉气体]。	[Intestinal pneumatosis and portal gas secondary to adhesional obstruction].
美洲减少膳食盐的努力。	Efforts to reduce dietary salt in the Americas.
[立体定向放射外科。审查其适应症和局限性]。	[Stereotaxic radiosurgery. Review of their indications and limitations].
[神经半球功能缺损显著消退]。	[Significant regression of neurological hemispheric deficit].
[重症监护室癌症患者的预后]。	[Prognosis of cancer patients in intensive care units].
[肠道放射性病变。手术经验2年]。	[Intestinal radiation lesions. Surgical experience of 2 years].
[用钛网和羟基磷灰石骨水泥进行颅骨重建]。	[Cranial reconsctruction with titanium mesh and hydroxyapatite cement].
[从公共卫生到慈善的福祉状态的必要消除]。	[The necessary elimination of well-being status from going from public health to beneficence].
[血液透析用托马斯分流术：功能障碍及其经皮治疗]。	[Thomas' shunt for hemodialysis: dysfunction and its percutaneous treatment].
[梗阻性发作期间肾盂积水的肾动力学]。	[Renal dynamics in hydronephrosis during obstructive episodes].
[酒精性脑损伤的临床和病变相关基础]。	[Clinical and lesion-related bases of alcoholic brain damage].
[利尿和抗利尿中的尿尿素和溶质]。	[Urinary urea and solutes in diuresis and antidiuresis].
[1983-1987年穆尔西亚自治区急性蚕豆病病例(G6PD缺乏症）的流行病学研究。病例报告]。	[Epidemiologic study of acute favism cases (G6PD deficiency) in the Autonomous Community of Murcia during 1983-1987. Report of a case].
[子宫颈肿瘤中的子宫颈锥形活检]。	[Cone biopsy of the cervix uteri in cervix neoplasms].
[果胶对猪生长期间和屠宰前的营养作用]。	[Nutritional effect of pectin in swine during growth and before slaughter].
[开胸术后疼痛的冷冻镇痛]。	[Cryoanalgesia in post-thoracotomy pain].
[尿毒症培养基影响培养物中人内皮细胞的止血特性，并增加血管性血友病因子的产生]。	[Uremic media affects hemostatic properties of human endothelial cells in culture and increases the production of von Willebrand factor].
[皮肤病学临床研究导论：临床实践与研究之间的联系]。	[Introduction to clinical research in dermatology: the link between clinical practice and research].
站成长队。	Stand in a queue.
我后悔认识了你。	I regret meeting you.
好的，我们的车子没有停多远。	Yes, our car is not parked far away.
我忘不了我第一次戴着呼吸器潜水的经历。	My first time scuba diving was unforgettable.
我收到一份请柬但没有接受。	I received an invitation, but I did not accept it.
我在此已做打字员一年了，我期望一个升职的机会。	I've worked here as a typist for about a year, and I'd like to have a chance of advancement.
比如，众所周知的安眠药，安定。	For example, consider the well-known drug, Valium.
有利于小麦生长的天气。	Prosperous weather for growing wheat.
我们可能应该上路了，到家得两个小时呢！	We should probably hit the road.It is going to take us two hours to get home.
日常用英语。	Everyday English.
你知道我母亲竞选联合校董事会董事的事么？	Did you know my mother is running for the school board?
你唱卡拉OK有什么拿手的歌吗？	What's your karaoke specialty?
我刚刚交了一份加班申请。	I just submitted a request for overtime.
我常听我先生说起你，你现在在哪里？	I have often heard my husband speak to you. Where are you now?
请烧开水沏茶。	Please boil water for tea.
我们需要50美金的押金。	We need a deposit of US $50.
并且，食物是用来享受的，不是用来看着忍受的。	And food is supposed to be enjoyed, not just tolerated.
我不是什么宅男，我可是宅男之王。	I'm not some kind of nerd, I'm the king of nerds.
你真的很让我感动。	Your way does touch my heart.
尽管年轻，他却懂得很多。	Young as he is, he knows a lot.
去墨尔本需要多长时间？	How long does it take to go to Melbourne?
我是凯西金。	I'm Kathy King.
警句是最好的东西！	Epigram is the best!
它是纯真丝的吗？	Is it pure silk?
您看完招标通知后如果还有什么问题，可以联系我。	You can contact me later if you have other questions after you read the tender notice.
我是个天才啊？	I'm a genius, aren't I?
有，那天晚上有张两人的桌位。	Yes, there is one table for two available on that evening.
他们讲，这个新影片是一个冒险。	They say the new film is an adventure story.
不会的。不会变形，它已经做过特殊处理了。	No, it keeps its shape and it has been specially treated.
交通拥挤，我们在路上耽搁了。	Heavy traffic delayed us.
今天是11月11号。	Today is November 11.
飞机已于半小时前到达巴黎。	The plane landed in Paris half an hour ago.
我能在这儿照张相吗？	Would it be all right if I took a picture here?
请问这是您第一次发现在吗？	Is this the first time you noticed it?
你太丢人现眼了！	Shame on you!
话就在嘴边上。	It's on the tip of my tongue.
但是没有到我手上啊，我该怎么办？	I have not gotten my bill, so what should I do about that?
您想要什么样的餐？	What kind of meal do you want?
您此期间在哪里落脚？	Where are you going stay?
分叉的尾。	A furcate tail.
男孩都是那样。	Boys are like that.
为了安全起见，也许我应该把护照放在手包里。	Maybe I should keep the passport in my handbag to be safe.
红色是玫瑰。	Red is a rose.
不同的邮政储蓄账户有不同的利息率。	Different postal saving accounts have different interest rates.
我要的是对你最有利的事，而且我想我也可以找到一份好工作，通过Marchetta先生的帮助 在Los Angeles。	I want what's best for you, and I think I can get a good job through Mr. Marchetta in Los Angeles also.
我想做个视力检查。	I want to have my eyes examined.
法律并没有台湾那么严。	The laws aren't as strict as in Taiwan.
他多半时间咳出浓浓的痰。	He coughs up a lot of phlegm on most days.
亲爱的，让我带你去外面吃晚饭吧。	Honey, let me take you out to dinner.
尽管下着大雨，她还是去了商店。	In spite of the heavy rain, she went to the shop.
一切由你决定。	It's up to you.
谢谢，我妻子特别喜欢烹调。	Thank you! My wife likes cooking very much.
您好，我是弗雷德·史蜜斯。	How do you do? My name is Fred Smith.
话务员应该熟悉当地情况。	A telephonist is supposed to have local knowledge.
我总是迟到。	I'm always late.
妈妈打电话来说她和爸爸会晚一点回来，你想跟他们打电话吗？	Mom called just now saying that she and Dad will be back later. Do you want to speak to them on phone?
他长什么样儿？个子高吗？	What does he look like? Is he tall?
我现在能吃下一头牛。	I could eat a horse.
我能否把座位换到前面？	Could I change my seat to the front?
哦。那你们如何控制质量呢？	I see. How do you control the quality?
孩子们都相信自已的父母。	Children put their trust in their parents.
天气预报上说又是干冷的一天。	The weather forecast expects another crisp day.
动物收容所需要如此小心为动物寻个家。	That the animal shelter is so careful about finding homes for the animals?
是的，肯德基炸鸡。	Yes, Kentucky Fried Chicken.
恐怕我吃得太多了。	I've eaten too much, I'm afraid.
哦，莉莉，真高兴见到你。我真的太激动了。	Oh, Lily, nice to see you. I am really exciting.
我要从我的账户上取5000元。	I need to withdraw 5,000 yuan from my savings account.
谁在替他的班？	Who is covering for him?
过得好么？希望世界因你而美丽！	How are you getting on? I hope that the world will become more beautiful because of you!
刚才我们谈到哪里了？	Where were we?
他是记者，他正在写有关公园游客的报导。	He's a reporter. He's writing a story about visitors to the park.
我们将尽力改进。	We'll try our best to improve.
请打开看看。	Open it, please.
明天是几号？	What's tomorrow's date?
请载我到火车站。	Take me to the railway station, please.
订票有折扣吗？	Are there any discount tickets available?
我听说《黑鹰坠落》是一部战争片，是吗？	I heard that Black Hawk Down is a war film, isn't it?
雷德克里夫在该网站上称：“它保存得和新车一样完好，所有的原始购车资料、使用说明书、备用钥匙以及女王开车的几张照片都还在。	"""It is in truly immaculate as new condition and has all original paperwork, service book, spare keys and photographs of the queen driving the car,"" Radcliffe said on the website."
你能建议一种方法使我们的经营动作更有效吗？	Can you suggest a way to make our operation more efficient?
我们希望下个月来参观你们的公司。	We would like to visit your company next month.
我们登记的时间是2点钟。	Our check time is 2 o'clock.
好主意。你要去哪儿？	That's a good idea.Where do you want to go?
广州出发最早的航班是上午9点20分。	The earliest flight will leave Guangzhou at 09:20.
漂浮的风景使我眩晕。	The floating scene made me dizzy.
地狱中受煎熬的灵魂。	Souls burning in hell.
他经售油脂，轮胎和汽油。	He deals in oil, tyres and petrol.
董事会。	A board of directors.
但是如果说我们选择了释放，不在因自我怜悯而无法自拨，我们就会自由自在继续前行，心灵的创伤也会随之不治而愈。	But if we choose to let go, to refuse to allow ourselves to be trapped in self-pity, we'll be free to move on, and to be healed.
老兄，多多保重。	Stay cool, man.
这就是我姐姐穿的。	This is what my sister has.
这几天您的朋友与您同住费用怎么办呢？	How about the charge for the days you shared the room with your friend?
夫人，下午好！×× 饮食中心。	Good afternoon, Madam. This is xx Food Center.
神秘的非典型性肺炎正在香港广泛传播，于是我对引起SARS的病因作了一下研究。	The fact of the mysterious pneumonia has been widely spread in HK drives me to do a literature review on the suspected cause of the SARS.
我记得上次去故宫，你特别喜欢书法，所以，我想你可能会喜欢这个。	I remember you liked the calligraphy at the Palace Museum, so I thought you might like it.
先打鸡蛋，再慢慢地混入面粉。	First you beat eggs, and then mix it with flour gradually.
那没问题，给我点时间算出价格。	That would be no problem, just allow us some time to draw up the quote.
我不会胆怯的。	I am not gonna flinch.
这种优势被认为是必不可少的。	This advantage was deemed necessary
你怎么可能把这些文章都读完？	How can you keep up with all this reading?
大学期间我修了50多门课程。	I take more than 50 courses in university.
你怎么那么严肃。	You look serious.
不要妨碍我。	Don't hinder me.
她每卖一件东西都有10％的回扣。	She gets 10% commission on everything she sells.
音乐盈耳。	Music greets the ear.
长城从东到西蜿蜒约 6，000 公里，也就是12，000里。	The Great Wall meanders from east to west for about6, 000 kilometers or 12,000 Li.
她和艾伦同班。	She's in Alan's class at school.
多佛有六处渡船泊位。	There are six ferry berths at Dover.
有礼貌的回答。	A civil answer.
美国中央银行进行了减息。	The United States Central Bank has cut interest rates.
画面的协调。	The unity of a painting.
我相信适当地分配时间及周详的计划能减少最后工作期限而带来的恐慌。	I believe in planning and proper management of my time reduce panic deadlines.
根据酒吧的规定，我们上班时不许喝酒。	According to the bar policy, we are not allowed to drink on duty.
你读了这篇关于毕加索的文章吗，所得的钱将捐献给医院？	Did you read the article about Picasso that was donated to the hospital?
素以美丽山水著称的香格里拉，吸引了越来越多的游客。	Known for its beautiful landscape, Shangri-la is attracting an increasing number of tourists.
天下没有免费的午餐。	There is no free lunch.
他取得了很大的成功。	He is a big success.
其次，她必须主动做许多事情。	The second point is that she has to do a lot of things on her own initiative.
我并不为那事责怪他。	I don't blame him for it.
或许可以，那要看你的洗衣机有多大。	Maybe, it depends how big your washer is.
关于这辆车我还有点问题。	I might have a problem about this car.
我觉得有点冷。能不能再给我一条毛毯？	I'm feeling a bit cool.May I have one more blanket?
这持续了几个月。	This continued for months.
我马上向设施保修部报告。	I'll report it to the maintenance.
谢谢，史密斯女士。	Thank you, Mrs. Smith.
这个房间怎么只有壁灯呢？	Why is there only bracket light in this room?
你快点，我们该迟到了。	If you don't hurry, we'll be late.
止血阻止流血或大出血。	The stoppage of bleeding or hemorrhage.
一切由我们来安排。	We'll arrange everything.
我会找约翰和杰克来为我搬家。	I will get John and Jack to move house for me.
你与别人相处关系如何？	How do you get along with others?
手上伤痛处。	A sore place on the hand.
你看起来跟公司很合适。	You seem to be fit for the company.
是的，谢谢。	Yes, thank you.
北海岸有很多高高的山崖。	Along the northern coast there are many high cliffs.
除了今天什么时候都行，来都给他打个电话。	Anytime except today.Please give him a call before you come.
我把花瓶给打碎了，请不要去给我告状。	I broke the vase, please don't tell on me.
听说她离婚了。	She just got divorced then.
我只是不能忍受这个味道。	I just can't stand the odor.
我们需要一日游览整个景点。	We need one day to visit the whole scenic spot.
你给他再多的钱也不算多。	You cannot give him too much money.
你认为我可以买多少钱的房子？	What price range do you think I can afford?
我很喜欢狄更斯的小说。	I like the novels of Dickens very much.
坦白地说我倒宁愿忘记自己的生日。	To be frank, I'd rather forget my birthday.
富矿脉富矿坑，脉,囊。	A rich mine, vein, or pocket of ore.
这就是全部的留言吗？	Is that the complete message?
你得从那边6号检票口进站。车马上就要进站了。	You just go through the No. 6 ticket-barrier over there. A train will arrive shortly.
我应付多少？	How much?
我们那只狗见了生人就汪汪叫。	Our dog barks at strangers.
咱们喝啤酒去。	Let's go for a beer.
我们将客户的定货快运至其货仓。	We expressed the order to the customer's warehouse.
他倒车时，意外碰坏了房子。	Accidentally, he broke the house by backing up his car.
你要把你应做的杂务做完才可以打电话给约翰。	You can't call John until you finish your chores.
不要剪太短。	Please don't clip too much.
这儿太吵了。这张桌子离门太近	It's too close to the door. It's noisy here.
如果你频繁地被某个同事羞辱、蔑视或者辱骂，你面对的可能是一个职场霸王。	If you are often humiliated, belittled or called names by a colleague, you could be facing a workplace bully.
但是我们预订的是靠窗的桌子。	Well, it's a window table that we've booked.
他冒着极大的生命危险救了我的命。	He saved my life at great risk to his own.
我有一个重要的问题，有关我毕业后就业的事，你介意我去你那里请教你好吗？	I have a rather important problem concerning my employment after graduation. Would you mind if I called on you to discuss it.
总共有28件。这是我们的行李牌。	28 altogether. And here are the luggage checks.
好。有人受伤吗？	Good. Is anyone injured?
豆腐干丝这菜不但口感清淡味美，而且含有丰富的蛋白质。	Stewed dried bean curd shreds is not only light and delicious in taste but rich in protein as well.
嗯。那我下午就去。	Yeah. I'll go this afternoon.
你知道他对他的妻子不忠吗？	Did you know he was cheating on his wife?
就在这。这是为了我们购置新的传真机。	Right here. It's for that new fax machine we're getting.
我都不知道还有校长餐厅。	I didn't even know there was a president's dining room.
是你介绍她玩网游的。	You're the one who introduced her to online gaming.
手持圣经发誓。	Swear on the Bible.
今天冷嗖嗖的。	It's nippy today.
我要取消预约，我们临时改变计划了。	I need to cancel that, we have had a last minute change of plans.
那地方很受欢迎，每天只允许一定数量的参观者入内参观。	It's very popular and they only give a limited number of tours a day.
来人呀！	Somebody!
那什么时候给你打电话最合适呢？	What's the best time to call you, then?
我只是不相信费用会这么贵！	I just can't believe it's so expensive!
阳光普照的辽阔高地。	Broad sunlit uplands.
他担任着一个责任重大的职务。	He holds a position of great responsibility upon him.
我跟那谋杀一点关系都没有。我整晚都在家。	I had nothing to do with the murder. I was at home all night.
我想订一张3人的桌子。	I'd like to reserve a table for three.
请给我称一称这封信，好吗？	Would you weigh this letter for me, please?
我希望你知道一件事，孩子。	I want you to know something, Son.
你有其它种类的吗？	Do you have any other kinds?
这些货价稍微高了一点，但其优异的品质，使它们比那些便宜的货更有价值。	There are slightly higher in price, but their superior quality makes them more valuable than the less expensive ones.
这次出差我要拜访几个重要客。	I have to visit several important clients on this trip.
这次考试是用来测试我们的英语水平的。	The exam is supposed to test our English ability.
我比较喜欢小车，最便宜的型号。	I prefer a sub-compact, your least expensive model.
先用公用的奶油刀把奶油放在您的奶油碟片上，再用自己的奶油刀把它抹在面包上就好了。	Use the mater butter knife to place butter on your bread plate. Then you can use your own butter spreader to put it on your food.
那个法官呢？	And the judge?
是的，我家里有这部电影。	Yes, I have this movie at home.
我还能工作好长时间。	I can still work for a long time.
当然不会了。	Certainly not.
祝你好运。	I wish you good luck.
四英寸厚。	A thickness of 4 inches.
一段很长的沙岩峭壁。	A long sandstone cliff.
我会同意你的要求的。	I'll comply with your request.
这个房间没打扫吗？	The room hasn't been cleaned then?
还得是一匹好马。	A good horse.
下周五我们再见一面如何？	Can we meet again next Friday?
请将这些旅行支票换成现金。	I＇d like to cash this traveler＇s check
直线AB与直线CD相交于E。	The line AB intersects the line CD at E.
我们在找晚上能够来的人，或许你可以来和我谈谈。	We're looking for someone for the evening. Perhaps you could come over and see me.
他有扎实的才学。	He has sound scholarship.
我只需要借个铁锤，就可以马上把这个项目做完。	All I need to do is get a hammer and I can finish the project in no time.
除此之外还有别的东西吗？	Anything else besides these?
嗯，差不多。我只是需要更多的时间来复习。	Err.Almost? I just need more time to reflect it.
非常好。请问您有多少件这种商品？	Very good. How many goods do you have?
